no,originalSMILES,finalSMILES,expVDss(L/kg),predVDss(L/kg),expCL(mL/min/kg),predCL(mL/min/kg),expt1/2(h),predt1/2(h),expfu,predfu,explogVDss,predlogVDss,explogCL,predlogCL,explogt1/2,predlogt1/2,explogfu,predlogfu
369,,,0.77,1.09,11,9.23,1.4,1.86,0.95,0.90,0.11,0.04,1.04,0.97,0.15,0.27,-0.02,-0.04
,N=CNC3=O,C3=O,,,,,,,,,,,,,,,,
,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@,,,,,,,,,,,,,,,,
370,,,0.6,1.08,1.29,2.30,11,5.90,0.1,0.10,0.22,0.03,0.11,0.36,1.04,0.77,-1.00,-1.01
,C@@H]1CC[C@@]2(O)CC#N,H]1CC[C@@]2(O)CC#N,,,,,,,,,,,,,,,,
,CC[C@@]1(O)CC(=O)OCC2=C1C=C3N(CC4,CC[C@]1(O)CC(=O)OCC2=C1C=C3N(CC4=C3N=C5,,,,,,,,,,,,,,,,
371,,,1.42,1.13,8.42,5.93,3.1,4.36,0.13,0.07,0.15,0.05,0.93,0.77,0.49,0.64,-0.90,-1.13
,=C3N=C5C=C(F)C(=CC5=C4)F)C2=O,C=C(F)C(=CC5=C4)F)C2=O,,,,,,,,,,,,,,,,
,OC(=O)C1=CC(=CC=C1O)C2=CC=C(F)C=C2,,,,,,,,,,,,,,,,,
372,,OC1=C(C=C(C=C1)C2=C(F)C=C(F)C=C2)C([O-])=O,0.097,0.12,0.1,0.26,10,7.35,,0.0016 0.0039,1.01,-0.91,-1.00,-0.59,1.00,0.87,-2.80,-2.40
,F,,,,,,,,,,,,,,,,,
,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O,,,,,,,,,,,,,,,,,
,,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H],,,,,,,,,,,,,,,,
,[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C,,,,,,,,,,,,,,,,,
,,2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C,,,,,,,,,,,,,,,,
,)O[C@H]3[C@@H](O)C[C@@H](O[C@@H],,,,,,,,,,,,,,,,,
373,,@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C,0.44,0.55,0.043,0.21,180,67.27,0.066,0.09,0.36,-0.26,-1.37,-0.68,2.26,1.83,-1.18,-1.03
,3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@,,,,,,,,,,,,,,,,,
,,@]5(C)[C@H](CC[C@@H]6[C@H]5CC[C@]7(C)[C,,,,,,,,,,,,,,,,
,H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67,,,,,,,,,,,,,,,,,
,,@H](CC[C@]67O)C8=CC(=O)OC8)C4,,,,,,,,,,,,,,,,
,O)C8=CC(=O)OC8)C4,,,,,,,,,,,,,,,,,
,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O,,,,,,,,,,,,,,,,,
,,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H],,,,,,,,,,,,,,,,
,[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C,,,,,,,,,,,,,,,,,
,,2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C,,,,,,,,,,,,,,,,
,)O[C@H]3[C@@H](O)C[C@@H](O[C@@H],,,,,,,,,,,,,,,,,
374,,@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C,4.1,1.62,1.7,0.92,38,26.79,0.7,0.25,0.61,0.21,0.23,-0.04,1.58,1.43,-0.15,-0.61
,3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@,,,,,,,,,,,,,,,,,
,,@@]5(C)[C@H](CC[C@@H]6[C@H]5C[C@@H](O),,,,,,,,,,,,,,,,
,H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](,,,,,,,,,,,,,,,,,
,,[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,,,,,,,,,,,,,,,,
,CC[C@]67O)C8=CC(=O)OC8)C4,,,,,,,,,,,,,,,,,
,COC1=C2O[C@H]3[C@@H](O)CC[C@H]4[C,COC1=C2O[C@H]3[C@@H](O)CC[C@H]4[C@H]5,,,,,,,,,,,,,,,,
375,,,1.07,1.77,4.21,6.22,3.42,4.93,,,0.03,0.25,0.62,0.79,0.53,0.69,,
,@H]5CC(=C2[C@@]34CCN5C)C=C1,CC(=C2[C@@]34CC[NH+]5C)C=C1,,,,,,,,,,,,,,,,
,CC(C)C[C@@H]1N2C(=O)[C@](C)(NC(=O)[,,,,,,,,,,,,,,,,,
,,CC(C)C[C@@H]1N2C(=O)[C@](C)(NC(=O)[C@@H,,,,,,,,,,,,,,,,
,C@@H]3C[C@H]4[C@@H](CC5=C[NH]C6=,,,,,,,,,,,,,,,,,
376,,]3C[C@H]4[C@@H](CC5=C[NH]C6=C5C4=CC=C6),4.02,3.20,12.85,8.98,8.84,6.58,,,0.60,0.50,1.11,0.95,0.95,0.82,,
,C5C4=CC=C6)N(C)C3)O[C@@]2(O)[C@@H],,,,,,,,,,,,,,,,,
,,[NH+](C)C3)O[C@]2(O)[C@@H]7CCCN7C1=O,,,,,,,,,,,,,,,,
,7CCCN7C1=O,,,,,,,,,,,,,,,,,
,CN1C[C@@H](C[C@H]2[C@H]1CC3=C[NH],C[NH+]1C[C@@H](C[C@@H]2[C@H]1CC3=C[NH],,,,,,,,,,,,,,,,
,C4=CC=CC2=C34)C(=O)N[C@]5(C)O[C@]6(,C4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C,,,,,,,,,,,,,,,,
377,,,0.33,1.29,15.07,11.33,0.55,1.31,0.07,0.06,0.48,0.11,1.18,1.05,-0.26,0.12,-1.15,-1.22
,O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=C,@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=,,,,,,,,,,,,,,,,
,C=C8)N6C5=O,O,,,,,,,,,,,,,,,,
,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@,CC[C@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H],,,,,,,,,,,,,,,,
378,,,2.8,4.18,4.2,4.71,5.7,7.01,0.22,0.23,0.45,0.62,0.62,0.67,0.76,0.85,-0.66,-0.63
,H](O)C3=CC=NC4=CC=C(OC)C=C34,(O)C3=C4C=C(OC)C=CC4=NC=C3,,,,,,,,,,,,,,,,
,C[C@H](CCC1=CC=CC=C1)NC[C@H](O)C2,C[C@H](CCC1=CC=CC=C1)[NH2+]C[C@H](O)C2=,,,,,,,,,,,,,,,,
379,,,4.8,2.68,29,19.75,3.3,5.95,,,0.68,0.43,1.46,1.30,0.52,0.77,,
,=CC=C(O)C(=C2)C(N)=O,CC(=C(O)C=C2)C(N)=O,,,,,,,,,,,,,,,,
,COC1=CC=C(C=C1)[C@@H]2SC3=CC=CC=,COC1=CC=C(C=C1)[C@@H]2SC3=C(C=CC=C3)N(,,,,,,,,,,,,,,,,
380,,,4.1,3.26,13,9.14,5.6,6.07,0.18,0.12,0.61,0.51,1.11,0.96,0.75,0.78,-0.74,-0.92
,C3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O,,,,,,,,,,,,,,,,
,C[C@H](C1=CC=CC=N1)C2=C(CCN(C)C)CC,C[C@H](C1=NC=CC=C1)C2=C(CC[NH+](C)C)CC3=,,,,,,,,,,,,,,,,
381,,,2.16,3.57,4.83,5.55,4.6,6.63,,,0.33,0.55,0.68,0.74,0.66,0.82,,
,3=C2C=CC=C3,C2C=CC=C3,,,,,,,,,,,,,,,,
,CCC1=C2N=C(C=C(NCC3=C[N](=CC=C3)=O,CCC1=C2N=C(C=C(NCC3=C[N+](=CC=C3)[O-,,,,,,,,,,,,,,,,
382,,,0.32,0.40,4.65,4.79,2.1,3.08,,,0.49,-0.39,0.67,0.68,0.32,0.49,,
,)[N]2N=C1)N4CCCC[C@H]4CCO,])[N]2N=C1)N4CCCC[C@@H]4CCO,,,,,,,,,,,,,,,,
383,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,6.5,3.83,9.8,8.95,9.3,7.99,0.19,0.16,0.81,0.58,0.99,0.95,0.97,0.90,-0.72,-0.80
,CCC(C)(C)NCC(O)COC1=CC=CC=C1C(=O)C,CCC(C)(C)[NH2+]C[C@@H](O)COC1=C(C=CC=C1),,,,,,,,,,,,,,,,
384,,,1.2,1.51,11,9.34,1.5,2.37,0.017,0.03,0.08,0.18,1.04,0.97,0.18,0.37,-1.77,-1.54
,CC2=CC=CC=C2,C(=O)CCC2=CC=CC=C2,,,,,,,,,,,,,,,,
,CN1C(=O)N(C)C2=C([N](CC(O)CO)C=N2)C1,CN1C(=O)N(C)C2=C([N](C[C@H](O)CO)C=N2)C1=,,,,,,,,,,,,,,,,
385,,,0.42,0.53,4.8,4.74,1.7,2.67,,,0.38,-0.28,0.68,0.68,0.23,0.43,,
,=O,O,,,,,,,,,,,,,,,,
,OCCN(CCO)C1=NC2=C(N=C(N=C2N3CCCC,OCCN(CCO)C1=NC2=C(N=C(N=C2C(=N1)N3CCCC,,,,,,,,,,,,,,,,
386,,,0.82,0.92,2,2.60,13,11.15,0.009,0.03,0.09,-0.04,0.30,0.41,1.11,1.05,-2.05,-1.50
,C3)N(CCO)CCO)C(=N1)N4CCCCC4,C3)N(CCO)CCO)N4CCCCC4,,,,,,,,,,,,,,,,
,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=C,CC(C)[NH+](CC[C@](C(N)=O)(C1=CC=CC=C1)C2=,,,,,,,,,,,,,,,,
387,,,0.52,0.65,0.9,1.84,7,6.75,0.16,0.20,0.28,-0.18,-0.05,0.26,0.85,0.83,-0.80,-0.71
,C=CC=N2)C(C)C,NC=CC=C2)C(C)C,,,,,,,,,,,,,,,,
,CN(CCCCCCN(C)C(=O)OC1=C[N+](=CC=C1,CN(CCCCCCN(C)C(=O)OC1=C[N+](=CC=C1)C)C(=,,,,,,,,,,,,,,,,
388,,,1,1.22,0.2,0.72,59.8,23.34,,,0.00,0.09,-0.70,-0.14,1.78,1.37,,
,)C)C(=O)OC2=C[N+](=CC=C2)C,O)OC2=C[N+](=CC=C2)C,,,,,,,,,,,,,,,,
,[Na+].[Na+].CC(C)(C)[N+]([O-,,,,,,,,,,,,,,,,,
,,CC(C)(C)\[N+]([O-])=C/C1=C(C=C(C=C1)[S]([O-,,,,,,,,,,,,,,,,
389,])=CC1=C(C=C(C=C1)[S]([O-,,0.18,0.23,1.35,1.47,3.6,3.39,0.6,0.30,0.74,-0.64,0.13,0.17,0.56,0.53,-0.22,-0.52
,,])(=O)=O)[S]([O-])(=O)=O,,,,,,,,,,,,,,,,
,])(=O)=O)[S]([O-])(=O)=O,,,,,,,,,,,,,,,,,
,CC(CN1CCN(CCOCCO)CC1)CN2C3=CC=CC,C[C@@H](CN1C2=C(SC3=C1C=CC=C3)C=CC=C2),,,,,,,,,,,,,,,,
390,,,4.06,5.11,16.27,11.65,3.11,4.57,,,0.61,0.71,1.21,1.07,0.49,0.66,,
,=C3SC4=C2C=CC=C4,C[NH+]4CC[NH+](CCOCCO)CC4,,,,,,,,,,,,,,,,
391,OC1=CC(=C(O)C=C1)[S](O)(=O)=O,OC1=CC(=C(O)C=C1)[S]([O-])(=O)=O,0.12,0.15,0.87,1.59,2.01,2.05,,,0.92,-0.82,-0.06,0.20,0.30,0.31,,
,C[C@H](CCC1=CC=C(O)C=C1)NCCC2=CC=,C[C@H](CCC1=CC=C(O)C=C1)[NH2+]CCC2=CC(=,,,,,,,,,,,,,,,,
392,,,,,115,55.30,,,,,,,2.06,1.74,,,,
,C(O)C(=C2)O,C(O)C=C2)O,,,,,,,,,,,,,,,,
,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@],,,,,,,,,,,,,,,,
,C@]3(C)[C@@H]2[C@H](OC(=O)C4=CC=C,3(C)[C@@H]2[C@H](OC(=O)C4=CC=CC=C4)[C@],,,,,,,,,,,,,,,,
393,C=C4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C,5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC,2.1,2.64,14,10.28,11,13.91,0.04,0.06,0.32,0.42,1.15,1.01,1.04,1.14,-1.40,-1.24
,@@H](NC(=O)OC(C)(C)C)C6=CC=CC=C6)C(,(C)(C)C)C6=CC=CC=C6)C(=C([C@@H](O)C3=O)C5,,,,,,,,,,,,,,,,
,=C([C@@H](O)C3=O)C5(C)C)C,(C)C)C,,,,,,,,,,,,,,,,
,CN(CCOC1=CC=C(N[S](C)(=O)=O)C=C1)CC,C[NH+](CCOC1=CC=C(N[S](C)(=O)=O)C=C1)CCC2,,,,,,,,,,,,,,,,
394,,,3.3,2.62,5.2,5.62,8.1,6.84,0.36,0.24,0.52,0.42,0.72,0.75,0.91,0.83,-0.44,-0.62
,C2=CC=C(N[S](C)(=O)=O)C=C2,=CC=C(N[S](C)(=O)=O)C=C2,,,,,,,,,,,,,,,,
,O=C1CN2[C@@H]3CC(C[C@H]2CC1C3)OC(,O=C1C[NH+]2[C@@H]3CC(C[C@H]2CC1C3)OC(=,,,,,,,,,,,,,,,,
395,,,2,2.52,180,64.90,0.13,0.49,0.49,0.35,0.30,0.40,2.26,1.81,-0.89,-0.31,-0.31,-0.45
,=O)C4=C[NH]C5=CC=CC=C45,O)C4=C[NH]C5=C4C=CC=C5,,,,,,,,,,,,,,,,
,ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=C,ClC1=CC2=C(C=C1)N(C3CC[NH+](CCCN4C(=O)NC,,,,,,,,,,,,,,,,
396,,,3.4,2.70,9.5,7.03,7.5,6.81,0.082,0.06,0.53,0.43,0.98,0.85,0.88,0.83,-1.09,-1.24
,C=CC=C45)CC3)C(=O)NC2=C1,5=C4C=CC=C5)CC3)C(=O)N2,,,,,,,,,,,,,,,,
397,NCCC1=CC(=C(O)C=C1)O,[NH3+]CCC1=CC(=C(O)C=C1)O,0.74,0.93,65.9,32.24,0.42,0.90,0.87,0.83,0.13,-0.03,1.82,1.51,-0.38,-0.04,-0.06,-0.08
,C[C@H](O)[C@H]1C2[C@H](C)C(=C(N2C1=,C[C@H](O)[C@H]1[C@H]2[C@H](C)C(=C(N2C1=O,,,,,,,,,,,,,,,,
398,O)C(O)=O)S[C@H]3CN[C@H](CN[S](N)(=O),)C([O-,0.23,0.29,3.26,2.88,1.2,1.68,0.92,0.78,0.64,-0.54,0.51,0.46,0.08,0.23,-0.04,-0.11
,=O)C3,])=O)S[C@H]3C[NH2+][C@H](CN[S](N)(=O)=O)C3,,,,,,,,,,,,,,,,
,CCN1CC(CCN2CCOCC2)C(C1=O)(C3=CC=C,CCN1C[C@@H](CC[NH+]2CCOCC2)C(C1=O)(C3=,,,,,,,,,,,,,,,,
399,,,1.2,1.46,5.3,5.31,4.1,4.86,,,0.08,0.16,0.72,0.72,0.61,0.69,,
,C=C3)C4=CC=CC=C4,CC=CC=C3)C4=CC=CC=C4,,,,,,,,,,,,,,,,
,COC1=CC2=NC(=NC(=C2C=C1OC)N)N3CC,COC1=C(OC)C=C2C(=NC(=NC2=C1)N3CCN(CC3)C,,,,,,,,,,,,,,,,
400,,,1.3,0.93,1.6,1.94,10,7.71,0.017,0.03,0.11,-0.03,0.20,0.29,1.00,0.89,-1.77,-1.55
,N(CC3)C(=O)C4COC5=CC=CC=C5O4,(=O)[C@H]4COC5=C(O4)C=CC=C5)N,,,,,,,,,,,,,,,,
,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC,C[NH+](C)CC\C=C1\C2=C(COC3=C1C=CC=C3)C=C,,,,,,,,,,,,,,,,
401,,,12,6.79,14,12.07,15,11.56,0.2,0.17,1.08,0.83,1.15,1.08,1.18,1.06,-0.70,-0.76
,=C13,C=C2,,,,,,,,,,,,,,,,
,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F),,,,,,,,,,,,,,,,
402,,,0.28,0.35,11,7.01,0.35,0.73,0.61,0.70,0.55,-0.45,1.04,0.85,-0.46,-0.14,-0.21,-0.15
,C=C(F)C(=O)NC2=O,C(=O)NC2=O,,,,,,,,,,,,,,,,
,CN1C(=O)N(C)C2=C([N](CC3OCCO3)C=N2),,,,,,,,,,,,,,,,,
403,,CN1C(=O)N(C)C2=C([N](CC3OCCO3)C=N2)C1=O,1.03,0.85,6.83,6.59,1.66,2.11,,,0.01,-0.07,0.83,0.82,0.22,0.32,,
,C1=O,,,,,,,,,,,,,,,,,
,COC1=CC=CC2=C1C(=O)C3=C(O)C4=C(C[C,COC1=C2C(=O)C3=C(C(=C4C[C@](O)(C[C@H](O[,,,,,,,,,,,,,,,,
404,@](O)(C[C@@H]4O[C@H]5C[C@H](N)[C@,C@H]5C[C@H]([NH3+])[C@H](O)[C@H](C)O5)C4=,22,27.67,15,18.59,32,22.98,0.28,0.19,1.34,1.44,1.18,1.27,1.51,1.36,-0.55,-0.72
,H](O)[C@H](C)O5)C(=O)CO)C(=C3C2=O)O,C3O)C(=O)CO)O)C(=O)C2=CC=C1,,,,,,,,,,,,,,,,
,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H],C[C@H]1[C@H]2[C@H](O)[C@@H]3[C@H]([NH+],,,,,,,,,,,,,,,,
405,(N(C)C)C(=C(C(N)=O)C(=O)[C@@]3(O)C(=C,(C)C)C(=C(C(N)=O)C(=O)[C@@]3(O)C(=C2C(=O)C,0.69,0.87,0.46,0.82,14,11.36,0.12,0.19,0.16,-0.06,-0.34,-0.09,1.15,1.06,-0.92,-0.73
,2C(=O)C4=C(O)C=CC=C14)O)O,4=C1C=CC=C4O)[O-])[O-],,,,,,,,,,,,,,,,
,CCCCCCCCOCCOC(=O)CN(CC(O)=O)C1=C,CCCCCCCCOCCOC(=O)CN(CC([O-,,,,,,,,,,,,,,,,
406,C=CC=C1OCCOC2=CC=CC=C2N(CC(O)=O),])=O)C1=C(OCCOC2=C(C=CC=C2)N(CC([O-,1.1,0.90,14,8.19,3.5,3.30,,,0.04,-0.04,1.15,0.91,0.54,0.52,,
,CC(=O)OCCOCCCCCCCC,])=O)CC(=O)OCCOCCCCCCCC)C=CC=C1,,,,,,,,,,,,,,,,
,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C,CO\N=C(\C(=O)N[C@H]1[C@@H]2SCC(=C(N2C1=,,,,,,,,,,,,,,,,
,1=O)C([O-,O)C([O-,,,,,,,,,,,,,,,,
407,,,0.22,0.28,1.76,2.02,1.78,2.60,,,0.66,-0.56,0.25,0.30,0.25,0.42,,
,])=O)C[N+]3=CC=C(C=C3)C4=CN=CO4)C5=,])=O)C[N+]3=CC=C(C=C3)C4=CN=CO4)C5=CSC(=,,,,,,,,,,,,,,,,
,CSC(=N5)N,N5)N,,,,,,,,,,,,,,,,
,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O),,,,,,,,,,,,,,,,,
,,CCCC[NH+](CCCC)CCCOC1=CC=C(C=C1)C(=O)C2,,,,,,,,,,,,,,,,
408,C2=C(CCCC)OC3=C2C=C(N[S](C)(=O)=O)C,,20,15.89,33.33,15.06,16,10.92,0.02,0.01,1.30,1.20,1.52,1.18,1.20,1.04,-1.70,-1.84
,,=C(CCCC)OC3=C2C=C(N[S](C)(=O)=O)C=C3,,,,,,,,,,,,,,,,
,=C3,,,,,,,,,,,,,,,,,
,FC1=CC=C(C=C1)C(=O)CCCN2CCC(=CC2)N,FC1=CC=C(C=C1)C(=O)CCC[NH+]2CCC(=CC2)N3,,,,,,,,,,,,,,,,
409,,,1.41,1.78,8.92,6.67,1.9,3.47,,,0.15,0.25,0.95,0.82,0.28,0.54,,
,3C(=O)NC4=C3C=CC=C4,C(=O)NC4=C3C=CC=C4,,,,,,,,,,,,,,,,
,CCOC1=CC=C(C=C2NCCC3=CC(=C(OCC)C,CCOC1=C(OCC)C=C(C=C1)\C=C2\NCCC3=C2C=C(,,,,,,,,,,,,,,,,
410,,,1.9,1.51,3.5,4.62,9.3,8.90,0.12,0.07,0.28,0.18,0.54,0.66,0.97,0.95,-0.92,-1.13
,=C23)OCC)C=C1OCC,OCC)C(=C3)OCC,,,,,,,,,,,,,,,,
,CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C,C[NH2+]CC[C@H](OC1=C2C=CC=CC2=CC=C1)C3,,,,,,,,,,,,,,,,
411,,,,,8.57,8.24,12,11.80,0.04,0.06,,,0.93,0.92,1.08,1.07,-1.40,-1.25
,3=CC=CS3,=CC=CS3,,,,,,,,,,,,,,,,
,COC1=CC=CC2=C1[C@H](CO)N3[C@@H](,COC1=C2[C@H](CO)[NH+]3[C@@H](CC2=CC=C1),,,,,,,,,,,,,,,,
412,C2)[C@H]4[C@H](C[C@@H]([C@H]3C#N)N,[C@H]4[C@H](C[C@@H]([C@H]3C#N)[NH+]4C)C(,0.23,0.29,3.06,3.58,1.52,2.06,,,0.64,-0.54,0.49,0.55,0.18,0.31,,
,4C)C(O)=O,[O-])=O,,,,,,,,,,,,,,,,
,CC(=N)N1CC[C@@H](C1)OC2=CC=C(C=C2),CC(=[NH2+])N1CC[C@@H](C1)OC2=CC=C(C=C2)[,,,,,,,,,,,,,,,,
413,[C@H](CC3=CC=C4C=CC(=CC4=C3)C(N)=N,C@@H](CC3=CC4=CC(=CC=C4C=C3)C(N)=[NH2+],1.55,1.45,1.86,2.18,24.02,12.84,,,0.19,0.16,0.27,0.34,1.38,1.11,,
,)C(O)=O,)C([O-])=O,,,,,,,,,,,,,,,,
,CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1,CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@,,,,,,,,,,,,,,,,
,C[C@@](C)(O)C=CC=C(C)[C@H]2OC(=O)C[,@](C)(O)\C=C\C=C(\C)[C@H]2OC(=O)C[C@H](O)C,,,,,,,,,,,,,,,,
414,,,10.1,8.02,47.9,18.52,9.2,9.09,,,1.00,0.90,1.68,1.27,0.96,0.96,,
,C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N,C[C@@](C)(O)[C@@H](OC(=O)N3CC[NH+](CC3)C,,,,,,,,,,,,,,,,
,3CCN(CC3)C4CCCCCC4)C=C[C@@H]2C,4CCCCCC4)\C=C/[C@@H]2C,,,,,,,,,,,,,,,,
,CC(C)[C@@H](C=C(C)C(O)=O)N(C)C(=O)[C,CC(C)[C@@H](\C=C(/C)C([O-,,,,,,,,,,,,,,,,
415,@@H](NC(=O)[C@H]1CCCCN1C(C)C)C(C)(,])=O)N(C)C(=O)[C@@H](NC(=O)[C@H]1CCCC[NH,1.26,1.00,0.97,1.57,17.5,8.99,,,0.10,0.00,-0.01,0.20,1.24,0.95,,
,C)C,+]1C(C)C)C(C)(C)C,,,,,,,,,,,,,,,,
416,CC1=NN(C(=O)C1)C2=CC=CC=C2,CC1=NN(C(=O)C1)C2=CC=CC=C2,0.23,0.46,1.42,1.89,2.36,3.35,0.89,0.63,0.64,-0.33,0.15,0.28,0.37,0.52,-0.05,-0.20
,OCC(CO)NN1C(=O)C2=C(C1=O)C3=C([N]([C,,,,,,,,,,,,,,,,,
,,OCC(CO)NN1C(=O)C2=C3C(=C4[N]([C@@H]5O[C,,,,,,,,,,,,,,,,
,@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[,,,,,,,,,,,,,,,,,
417,,@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)C6=C(C,1.45,1.15,25.3,11.42,4.01,5.66,,,0.16,0.06,1.40,1.06,0.60,0.75,,
,C@H]4O)C5=CC(=CC=C35)O)C6=C2C7=CC=,,,,,,,,,,,,,,,,,
,,=CC(=C6)O)C4=C2C1=O)[NH]C7=CC(=CC=C37)O,,,,,,,,,,,,,,,,
,C(O)C=C7[NH]6,,,,,,,,,,,,,,,,,
,CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=N,,,,,,,,,,,,,,,,
418,[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=,C=C(Cl)C=C2)[C@@H](C1)NC(=O)C3=NC4=C(C[N,1.53,1.64,5.19,4.93,6.7,6.35,0.5,0.25,0.18,0.21,0.72,0.69,0.83,0.80,-0.30,-0.61
,C(Cl)C=C4)C(=O)N(C)C,H+](C)CC4)S3,,,,,,,,,,,,,,,,
419,CC[N+](C)(C)C1=CC=CC(=C1)O,CC[N+](C)(C)C1=CC(=CC=C1)O,1.1,1.38,9.6,12.36,1.8,3.17,,,0.04,0.14,0.98,1.09,0.26,0.50,,
,CN1CCC[C@@H]1CC2=C[NH]C3=CC=C(CC,C[NH+]1CCC[C@@H]1CC2=C[NH]C3=C2C=C(CC[,,,,,,,,,,,,,,,,
420,,,1.6,2.02,5.3,5.91,4.2,4.81,0.15,0.16,0.20,0.30,0.72,0.77,0.62,0.68,-0.82,-0.80
,[S](=O)(=O)C4=CC=CC=C4)C=C23,S](=O)(=O)C4=CC=CC=C4)C=C3,,,,,,,,,,,,,,,,
,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H,CCCCCCCC(=O)N[C@H](C[NH+]1CCCC1)[C@H](,,,,,,,,,,,,,,,,
421,,,,,20.95,12.27,7.7,5.30,0.21,0.16,,,1.32,1.09,0.89,0.72,-0.68,-0.81
,](O)C2=CC=C3OCCOC3=C2,O)C2=CC3=C(OCCO3)C=C2,,,,,,,,,,,,,,,,
,O=C1N(CCNCCCNCCN2C(=O)C3=C(C2=O)C,O=C1N(CC[NH2+]CCC[NH2+]CCN2C(=O)C3=C(C2,,,,,,,,,,,,,,,,
422,4=CC=CC=C4C=C3)C(=O)C5=C1C=CC6=CC,=O)C4=CC=CC=C4C=C3)C(=O)C5=C6C=CC=CC6=,12,9.53,5.7,4.23,52.6,35.80,,,1.08,0.98,0.76,0.63,1.72,1.55,,
,=CC=C56,CC=C15,,,,,,,,,,,,,,,,
,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@,,,,,,,,,,,,,,,,,
,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C,,,,,,,,,,,,,,,,
423,@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@,,2,1.59,22,12.45,4.7,5.65,0.01,0.02,0.30,0.20,1.34,1.10,0.67,0.75,-2.00,-1.71
,,[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,,,,,,,,,,,
,]12C,,,,,,,,,,,,,,,,,
424,C1CN(CCN1)C2=C3OCCOC3=CC=C2,C1CN(CC[NH2+]1)C2=C3OCCOC3=CC=C2,3.6,2.86,8,7.08,8.2,4.56,,,0.56,0.46,0.90,0.85,0.91,0.66,,
,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O),C[C@H]([NH2+][C@@H](CCC1=CC=CC=C1)C([O-,,,,,,,,,,,,,,,,
425,,,0.38,0.48,1.6,1.83,39,13.49,0.62,0.49,0.42,-0.32,0.20,0.26,1.59,1.13,-0.21,-0.31
,=O)C(=O)N2CCC[C@H]2C(O)=O,])=O)C(=O)N2CCC[C@H]2C([O-])=O,,,,,,,,,,,,,,,,
,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(,,,,,,,,,,,,,,,,,
,,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)[NH3+])C(=,,,,,,,,,,,,,,,,
